,asin,reviewText,title,price
14,0070428077,"It is very rare to find a text that both does rigorous justice to a subject, and also is an enjoyable read.  This book is such a rarity",Machine Learning,50.27
15,0070428077,"I have used this book during my masters and found it to be an extremely helpful and a gentle introduction to the thick and things of machine learning applications. The various chapters are nicely paced with helpful problems at the end. Another great thing about the book is treatment of detailed examples with each concept and that the author carefully ties various concepts as they arise, with not just new, but also examples from previous chapters, which helps the user to understand different concepts applied to same problems thereby making clear difference between different methods. Also the author has a dedicated website with updated errata and notes, which is also very helpful! Having said that, I think the book is an introduction to various machine learning methods and one can easily follow on the references listed for detailed treatment of relevant topics.",Machine Learning,50.27
16,0070428077,"First of all, the statistical part of machine learning is JUST a real subset of mathematical statisitcs, whatever Bayesian or frequentist. Secondly, the non-statistical part of machine learning is not systematic or well developed yet.We have used it as a textbook for a half-year course of Machine Learning. I think[1] this book is a collection of many methods from Pattern Recognition, Statistics, Coding Theory, etc.[2] anyone who wants to make clear the algorithms of EM, ME, etc, DO NOT read this book.[3] it is suitable for undergraduate students in light of its simple mathematics.[4] the examples in this book are very very naive.",Machine Learning,50.27
17,0070428077,"I agree with some of the previous reviews which criticize the book for its lack of depth, but I believe this to be an asset rather than a liability given its target audience (seniors and beginning grad. students). The average college senior typically knows very little about subjects like neural networks, genetic algorithms, or Baysian networks, and this book goes a long way in demystifying these subjects in a very clear, concise, and understandable way. Moreover, the first-year grad. student who is interested in possibly doing research in this field needs more of an overview than to dive deeply intoone of the many branches which themselves have had entire books written about them. This is one of the few if only books where one will find diverse areas of learning (e.g. analytical, reinforcment, Bayesian, neural-network, genetic-algorithmic) all within the same cover.But more than just an encyclopedic introduction, the author makes a number of connections between the different paradigms. For example, he explains that associated with each paradigm is the notion of an inductive-learning bias, i.e. the underlying assumptions that lend validity to a given learning approach. These end-of-chapter discussions on bias seem very interesting and unique to this book.Finally, I used this book for part of the reading material for an intro. AI class, and received much positive feedback from the students, although some did find the presentation a bit too abstract for their undergraduate tastes",Machine Learning,50.27
18,0070428077,"Given that this book was released in the mid 90's it should be outdated given the field that it is in, yet the book still provides a relevant overview of the major methods in the field of machine learning.",Machine Learning,50.27
19,0070428077,This book just breezes through all the machine learning concepts and does not go into any great details. It felt more like an index of learning techniques with a short summary on each.,Machine Learning,50.27
20,0070428077,"The book machine learning by Mitchell provides a systematic overview of important concepts in the field. This is rather rare finding because most books present first of all algorithms but fall short communicating systematic insights that would help the reader to creatively develop methods by themselves.It is needless to say that any book with the title 'machine learning' is inherent incomplete due to the incompletenss of the field itself. For this reason this book is not state of the art of current algrithms. Instead, again, concepts are at the center of focus.Overall, well writen and a very good selection of examples and explanations. I recommend this to anyone for a general overview.",Machine Learning,50.27
21,0071344446,"This book is valuable for 2 main reasons :- First, it is so rich in detail that it is an encyclopedia for Data Miner and CRM people. everything is described : tools, approaches, projects ...- Seconnd, an to me the  key point : it is the only book that truly integrate CRM, data warehouse  and data mining and still provide and intelligent reading !If you have a  project wuth such flavour, or before embarking a CRM project, read this  before the first meeting",Building Data Mining Applications for CRM,30.39
22,0071344446,"I really like Kurt Thearling's writing, in general--he has written some very clear and practical papers on data mining.  But I was badly disappointed by this book.  I should have guessed from the complex title that the book is merely an attempt to cash in on the current interest in &quot;customer relationship management&quot; or CRM.  In my opinion, CRM is not about data mining--see Dick Lee's book, The Customer Relationship Management Survival Guide, for a much more substantial treatment of CRM.  In trying to be a book about CRM, this volume also does a poor job explaining data mining techniques--I strongly recommend Linoff and Berry's second book, Mastering Data Mining, instead.  In short, I don't think that this is the book you want, no matter what you might be looking for.",Building Data Mining Applications for CRM,30.39
23,0071344446,"When I happen to read books like that I wonder whether my time has gone (er... from a cultural point of view, of course). You can find references to interesting subjects in the publication, but just references, and they are shown in a so elementary way that it makes the book suitable for absolute beginners, in data mining, data analysis, and computer science (i.e. first-job employees or financial executives). Walking along the sharp boundary between generality and triviality, the leading way slips many times down the latter side. A book of almost five hundred pages could have afforded to examine more deeply the relating subjects, avoiding repetitions (and sometimes to cut and paste) and the inflated style typical of slide shows. In my experience, this text is close to a lost opportunity, because the good general structure (a path from CRM basics to the most known tools), which I appreciated, has not been supported by a sufficient strength of linked subjects, leaving the book as similar as the skeleton structure of a not completed building. The book could be worth reading, but a reader facing five hundred pages would deserve more.",Building Data Mining Applications for CRM,30.39
24,0071344446,"This book assumes sufficient knowledge of data warehouse and CRM. This book deals purely with Data Mining - one of the branches of Business Intelligence.A very good book that includes chapters on business value and business case for an enterprise wide Data Mining solution. Certainly is helpful to me in my goals to pursue data mining solutions for clients.Good understanding of a &quot;profitable customer&quot; is a prerequisite for an enterprise wide data mining solution - which is emphasized in this book neatly.Can be used to educate marketing/sales/operations executives about data mining concepts and principles. Unless there's an executive buy-in, the concept will not sell in an organization. Business values and business case chapters will help one is selling this concept to higher-ups and help associates understand data mining in theory.My theory is that, data mining implementations would help organizations coming out of this economic mess, in reducing  marketing/sales/operating costs based on understanding the customer profitability and customer segmentation. Unless you spend on your customers, customer loyality is not assured. Why spend a lot on all customers when not all are created equal?This is the book that will justify such questions and pave the way for a profitable business.",Building Data Mining Applications for CRM,30.39
25,0071344446,I have used this booh to help educated non-technical executives on the necessity and complexity of Data Mining and the relationship to the bottom line - profit.This book helps bridge the gap between the theory of Data Mining and the practical applications of Data Mining. It is helpful and recommended to people who have heard of Data Mining before and want to know more. This is not a book for those who are knowledgeable in Business Intelligence or Data Mining.This book does not talk about CRM applications. CRM applications are in a constant flux and material on them are better served by online publications.,Building Data Mining Applications for CRM,30.39
26,0120884070,"This book is perfect if you are trying to get your hands around what data mining and machine learning is.  Most of the books I have read on this subject want to start with equations and get more complex from there, with little practicality.  This book makes extensive use of examples and introduces the mathematical basis for algorithms where needed.  The authors make the point that simpler algoritms often work best for solving machine learning problems.  Similarly, I would argue, simpler books work best for understanding highly complex fields.  I very highly recommend this book.","Data Mining: Practical Machine Learning Tools and Techniques, Second Edition (Morgan Kaufmann Series in Data Management Systems)",13.85
27,0120884070,"The major virtue of this book is the emphasis on practical applications and bread-and-butter techniques for accomplishing tasks that one could expect in a business environment. That is not to say that these techniques could not be used in a scientific research environment. They indeed could be, and in fact may be even easier to implement due to the long time scales that are available in research environments for processing information. In the business world however data mining has proven to be an activity that gives a substantial competitive edge, and so many businesses are seeking even more sophisticated methods of data mining and Web mining. Data mining could easily be considered to a branch of artificial intelligence (AI), due to its emphasis on learning patterns and performing classification, and the learning and classification tools it uses were discovered by individuals who would describe themselves as being researchers in artificial intelligence. But many, and it is fair to include the authors of this book, do not want to view data mining as part of artificial intelligence, since the latter stirs up discussions on the origin of intelligence, autonomous robots, and conscious machines, to paraphrase a line from chapter 8 of this book. The authors make it a point to emphasize that data mining, or ""machine learning"" is concerned with the algorithms for the inference of structure from data and the validation of that structure.Along with its practical emphasis, the book includes discussions of some very interesting developments that are not usually included in books or monographs on data mining. One of these concerns the current research in `programming by demonstration.' This research is targeted towards the ""ordinary"" computer user who does not possess any programming knowledge but yet wants to automate predictable tasks. The only thing required from the user is knowledge of how to do the task in the usual way. As an example, the authors discuss briefly the `Familiar' system, which extracts information from user applications to make predictions and then generates explanations for the user about its predictions. Even more interesting is that it learns the tasks that are specialized for each individual user. It learns from the unique style of each user and their interaction history. One of the most interesting and powerful claims of programming by demonstration is that is domain-independent, considering the current intense interest in reasoning patterns or algorithms that can process information arising from multiple domains. In this regard a successful system would then be able to learn how to play chess from a user along with perhaps composing music. Again, the ability of a machine to reason in many domains is a step towards what many in the artificial community have called a `universal' learning machine. But the authors do not hold to this view, and in fact they open up the discussion in the chapter on the Weka workbench with a statement to the effect that there is no single learning algorithm that will work with all data mining problems. The ""universal learner"" they say, is an ""idealistic fantasy.""Another interesting discussion included in the book is that of `co-training', which is a methodology that arises in the context of `semi-supervised learning.' In this learning scheme the input contains both unlabeled and labeled data. In co-training, one depends on the fact that the classification task depends on two different and independent perspectives. Then assuming there are a few labeled examples, a different model will be learned for each perspective, and then the models are separately used to label the unlabeled examples. Each model will contribute both negative and positive examples to the pool of labeled examples. The procedure is then repeated until the unlabeled pool is empty. This allows both models to be trained on the new pool of labeled examples. The authors point out some evidence indicating that if a (naive) Bayesian learner is used throughout this procedure, then it outperforms a learner that develops a single model from the labeled data. The intuition behind this is that using the independence of the two perspectives allows one to reduce the likelihood of an incorrect labeling. References are given for readers that want to investigate this approach in more detail, along with more brief discussions on its generalizations, such as co-EM, which involves probabilistic labeling of unlabeled data in one perspective, and how to use support vector machines in place of the naive Bayesian learner.For the practitioner, the most useful discussion in the book concerns the evaluation of the different methods for data mining. What makes one approach to data mining better than another, and is there then a ranking of the different approaches? Can one in fact make judgments on the reliability or performance of data mining algorithms using solely the training or test data? If one had a general methodology for ranking data mining algorithms according to their performance then this would be a major advance, since this would allow a classification scheme for machine learning where one could speak of one machine being `more intelligent' than another. Unfortunately however this is difficult, and even said to be impossible according to some researchers. There are results in the research literature, going by the name of `free lunch' theorems, which seem to indicate that one cannot distinguish machine learning algorithms based solely on the way the deal with training or test data. The authors do not discuss these results in this book, but it is certainly apparent that they are aware of the difficult issues involved in the prediction of performance for data mining algorithms.","Data Mining: Practical Machine Learning Tools and Techniques, Second Edition (Morgan Kaufmann Series in Data Management Systems)",13.85
28,0120884070,"I bought this book in the hopes that it would help me better explore the data from the Netflix Prize contest, which it did. I had been reading numerous Wikipedia articles, scientific papers, etc. on line and felt it would be useful to have a more general tome on the subject. This book covers many of the common, overarching themes i.e. clustering, neural networks, linear regression, etc. to varing degree. I only wish the examples involved slightly more complex data sets and more pseudo code was provided. I suppose since the book is very closely tied to WEKA, one could always dig through the source code of that application; but I feel that the authors could have provided a bit more of the strictly algorithm relevant code in the book.","Data Mining: Practical Machine Learning Tools and Techniques, Second Edition (Morgan Kaufmann Series in Data Management Systems)",13.85
29,0120884070,"This book is very easy to read and understand. Unlike Hastie's Statistical Learning book, it is not geared towards those with an expert level knowledge of statistics, and instead takes time to explain functions and formulas for the person with a decent but not extrordinary understanding of statistical/math concepts. For example, their description of a Gaussian was the clearest I've seen. On the other hand, if you're math/statistics background is considerable, you may find this book somewhat simplistic or tedious.The book has a good coverage of techniques and algorithms, although I was somewhat disappointed that they do not mention Influence Diagrams, considering the amount of coverage of both decision trees and Bayesian techniques. Their discussion of Combining Multiple Models, however, is well done, and is not covered to this extent in most books I've seen. I also like how they broke out the discussion of input and output (knowledge representation) into their own chapters.Addendum 10/30: After reading a good hunk of this book I still agree with most of what I said earlier, but I do think the authors could have gone into graphical models a lot more. At the end of the discussion on Bayesian networks, Markov networks and other graphical models are mentioned very briefly and the author says they are very big in ML right now, but he doesn't say why they didn't describe them further. It might have something to do with the organization of the book. Graphical models almost need a chapter of their own but the book's chapters discuss all techniques in one chapter but with varying levels of detail.","Data Mining: Practical Machine Learning Tools and Techniques, Second Edition (Morgan Kaufmann Series in Data Management Systems)",13.85
30,0120884070,"This book is a great introduction to the field of Data Mining.  I read it cover to cover, and found it hard to put down.  The Weka platform is easy to use and well explained in this book.  I have since journeyed into other Data Mining and Machine Learning tools, but I fall back on this book for reference.  Every data scientist should have this book on their shelf.","Data Mining: Practical Machine Learning Tools and Techniques, Second Edition (Morgan Kaufmann Series in Data Management Systems)",13.85
31,0120884070,"The first edition of this book was good, but this is a huge improvement. The writing is really great, very clear, even when it heads into deeper waters. The explanation, for instance, of the various algorithms for accomplishing attribute discretization is very clear, even as the equations start to get very long and complicated.It's pretty incredible that this book is so readable, kudos to the authors for that. Most importantly, though, it gives you a very good sense of what you need to know as you work through the many data mining options. The authors' assertion that DM is not a magic box is good, and it is clearly a dictate that they mind themselves throughout the book: DM doesn't mean that you just plug in a black box and it starts to lay eggs. Generating rules, building trees and knowing how to pick attributes to build the tree from are all critical topics that get excellent treatment.","Data Mining: Practical Machine Learning Tools and Techniques, Second Edition (Morgan Kaufmann Series in Data Management Systems)",13.85
32,0120884070,This book is by the guys who created WEKA. It covers a wide swath of machine learning without losing a dilligent reader. Then it walks the reader through using WEKA - a fantastically powerful open source tool.Amazing.,"Data Mining: Practical Machine Learning Tools and Techniques, Second Edition (Morgan Kaufmann Series in Data Management Systems)",13.85
33,0120884070,"This book reminds me of the programming books by Deitel&Deitel.; It's wordy and superficial, making lots of people feel like they understand the subject. Unfortunately, it takes *much* more than what's in this book to really understand Data Mining. Compare this book to the book by Hastie, Friedman and Tibshiranie, which really goes into the statistics involved in Data Mining.There is no magic: real Data Mining needs lots of Statistics. You can learn to use Weka, but in order to do real work you'll need to understand what goes behind its nice user interface, and I think this book is not enough.","Data Mining: Practical Machine Learning Tools and Techniques, Second Edition (Morgan Kaufmann Series in Data Management Systems)",13.85
34,0120884070,"Easily one of the best data mining books published.  Written from a practical perspective, there are no pages of Greek math symbols and algorithm coverage is broad.  Looking to get started in data mining?  This is the one to buy.","Data Mining: Practical Machine Learning Tools and Techniques, Second Edition (Morgan Kaufmann Series in Data Management Systems)",13.85
35,0120884070,"If ""practical"" means having a sample project with the theory, the name of this book is incorrectly named. With a big bunch of text or description, it is not ""practical""!","Data Mining: Practical Machine Learning Tools and Techniques, Second Edition (Morgan Kaufmann Series in Data Management Systems)",13.85
36,0123747651,discussion proceeds in logical way- start by working one example then go back and get your questions answered. trail software download no problems. highly recommend but must buy hardcopy to get dvd.  dvd not included in e download.  Amazon very quick to help me cancel e download and order hardcopy once i became aware the content of the dvd not included in e download.  complements to author and thanks to Amazon for working problem.  With e download text easy read on pc screen not certain would be good read on K.,Handbook of Statistical Analysis and Data Mining Applications,26.75
37,0123747651,"Data mining practitioners, here is your bible, the complete ""driver's manual"" for data mining. From starting the engine to handling the curves, this book covers the gamut of data mining techniques - including predictive analytics and text mining - illustrating how to achieve maximal value across business, scientific, engineering and medical applications. What are the best practices through each phase of a data mining project? How can you avoid the most treacherous pitfalls? The answers are in here.Going beyond its responsibility as a reference book, this resource also provides detailed tutorials with step-by-step instructions to drive established data mining software tools across real world applications. This way, newcomers start their engines immediately and experience hands-on success.If you want to roll-up your sleeves and execute on predictive analytics, this is your definite, go-to resource. To put it lightly, if this book isn't on your shelf, you're not a data miner.Eric Siegel, Ph.D.Founder, Predictive Analytics WorldAuthor, [...]",Handbook of Statistical Analysis and Data Mining Applications,26.75
38,0123747651,"This book is for practitioners, not for those seeking a deeper understanding of data mining.  It both makes and delivers on that claim.  All major data mining topics are covered, though in a necessarily shallow manner in keeping with the book's goal of getting past the theory and moving to the practice.Oddly, the very start of the book does have a bit of theory in the form of the historical roots of statistics and the limitations of statistics that leads to the need for data mining; I found this bit of history quite fascinating and enlightening; it is something I've found in few other data mining books, and I've read several.The trouble is, I do like theory a bit.  I have a master's in computer science, so I'm a bit biased that way, thus my relatively low scoring of the work.About 1/3rd of the book is dedicated to working through real problems, and that is the overwhelming strength of the book.  If you are one who learns by doing rather than by theorizing, you'll find this book outstanding.The biggest criticism I have of the book is that it is clear that there are significant parts where the authors just didn't have their hearts in it; it felt like they wrote certain sections because the publisher told them they had to in order to hit some type of target marketing segment.It's also unfortunate that all three software products provided expire in 90 days or less.  I'm never one to accomplish anything in 90 days, let alone get through a 700-page technical work!!!  I know they are the 3 top mining tools, but I much prefer RapidMiner, a product that is amazingly feature-rich, so easy to use it is actually fun, supported by a robust open-source model, and free.Overall, a solid work.  But to me, theory matters, that's one star down; and rigorous, enthusiastic writing matters, so that's two stars down.  In the 3-stars that remain is lots of hands-on practice if you don't mind expiring software, and for that it is very strong.",Handbook of Statistical Analysis and Data Mining Applications,26.75
39,0123747651,"The ""Handbook of Statistical Analysis & Data Mining Applications"" is the finest book I have seen on the subject.  It is not only a beautifully crafted book, with numerous color graphs, chart, tables, and screen shots, but the statistical discussion is both clear and comprehensive.The text does not use only one statistical data mining application to display examples, but provides a rather thorough training in the use of both SAS-Enterprise Miner  and STATISTICA Data Miner.  A section on SPSS Clementine is also provided, giving comparisons between the various packages. Also employed are STATISTICA's C&RT;, CHAID,  MARSpline, and other data mining and graphical analytic tools.The text does not burden the typical data mining researcher with the internals of how the various tools work. It is therefore not steeped in equations. Some are to be found, of course, but the emphasis is on understanding the concepts involved and on how to apply these concepts to real data - which is provided to the reader in terms of data tutorials. Specialized datasets have been prepared by both authors and outside experts in various areas of inquiry ranging from entertainment, financial, engineering, clinical psychology, dentistry, demographics, medical informatics, meteorology, astronomy, and more.  Each tutorial is associated with data stored on either the associated CD that comes with the book, or which can be downloaded from a companion web site.  Worked out examples of how to use data mining techniques on such data is provided to help the reader gain a solid feel for the data mining enterprise.  The final third of the book is devoted to a partial selection of the available tutorials. The two earlier chapters demonstrate how to use data mining software for the analysis of data.I highly recommend this work to anyone having an interest in data mining. I might also add that the Amazon price of $72.37 is truly excellent for an 864 page academic text, having full color tables and screen shots on some one-third of the pages, plus a CD. A bargain indeed.",Handbook of Statistical Analysis and Data Mining Applications,26.75
40,0123747651,"The book from Robert Nisbet, John Elder and Gary Miner is a fresh addition to any data miner library. First surprise: the book is in full colors with a lot of pictures which is a good point. With a focus on data mining applications, the book also covers introduction and more profound data mining concepts. The book isn't very technical and doesn't contain equations and complex formulas. However, complex data mining challenges are addressed. The main advantage of the book is to give examples of each concept using three famous data mining tools: SPSS, SAS and STATISTICA.The biggest added value of the book, and what makes it a unique resource in the field, are the tutorials. Several applications are detailed: aviation safety, unsatisfied customers, credit scoring and process control among others. Whatever your field of application is, you will find useful examples in the book. Even if the case studies aren't in your field of interest, reading them takes you to an amazing journey in the world of analytics.To be noted the interesting chapters about text mining and fraud detection. In the last part of the book, five chapters provide expert advices to both beginners and experienced data miners. The chapter ""Top 10 Data Mining Mistakes"" is remarkable. To conclude, this book is about applying data mining, rather than programming it. It gives excellent examples of enterprise applications in analytics.",Handbook of Statistical Analysis and Data Mining Applications,26.75
41,0123748569,I like this book because it has a lot of great example and is easy to read without have a computer science degree.,"Data Mining: Practical Machine Learning Tools and Techniques, Third Edition (The Morgan Kaufmann Series in Data Management Systems)",20.99
42,0123748569,"This book is great if you want to learn about data mining to find new relationships within your dataset.  It covers the important introductory concepts, including basic rule inference, Bayesian, and clustering, albeit somewhat briefly for those unfamiliar with the topic.Last time I used Weka was 6 or 7 years ago, at which point some of its algorithm implementations could easily be outperformed by coding them yourself (e.g. Bayesian).  However, it more quite user friendly for folks who wanted to focus on the outcome/output rather than coding.  The final section of this book is like an extensive user manual that Weka was sorely lacking back then.Overall, given that this book not only explains the concepts, but also how to use software to perform the data mining operations, this book fills a void that existed.","Data Mining: Practical Machine Learning Tools and Techniques, Third Edition (The Morgan Kaufmann Series in Data Management Systems)",20.99
43,0123748569,"I am about 50 pages into this book.  The material seems fine so far, well written and easy to understand.  However, upon opening the book to the center, the spine cracked.  Why bookmakers have lost any attention to quality is beyond me.  A book should hold up at least through the first reading.","Data Mining: Practical Machine Learning Tools and Techniques, Third Edition (The Morgan Kaufmann Series in Data Management Systems)",20.99
44,0123748569,"Fantastic book if you need to use WEKA; probably the best recommendation available.If, however, you're not going to be using WEKA then the book is still valuable, but I challenge the true 'practicality' of it. The content is thorough but perhaps more academically oriented than as industry focused as I would have liked. The author keeps it very accessible, particularly as far as mathematics and statistics go. While this might make the book a little more long winded - in my view it makes it a far easier to get into the groove and allows you to read it like a book.* Highly recommended for WEKA users* For others users I suggest you look through to see if it will really be helpful before plunking down the cash","Data Mining: Practical Machine Learning Tools and Techniques, Third Edition (The Morgan Kaufmann Series in Data Management Systems)",20.99
45,0123748569,"I have the second edition of Data Mining, but would like to put in a good word for the book, and hope to get the new issue soon. (I hope to say more in the future.) I have been a data miner, and am in awe of the potential of this modern technology.What is Data Mining? As the authors explain it, it is more than a stored data warehouse of searchable data, or of a database of like-information. It enables enhanced knowledge to develop from data or from experts' behavior (assuming there is a data record of such) and it could be described as a form of knowledge management, with machine learning, the assistance of machines, as a critical component. Sure you could compile spreadsheets or matrices by hand also.This is really the only good book on the topic that I know of. Other sources for this topic are the academic journals. The good thing is this book gets you to work, using the WEKA system that the authors developed, and offer for free.","Data Mining: Practical Machine Learning Tools and Techniques, Third Edition (The Morgan Kaufmann Series in Data Management Systems)",20.99
